,pubkey,alias,color,software,oldestchannel,openchannels,closedchannels,capacity,avg_duration,avg_open_fee,avg_close_fee,close_types
2692,02a11691ba089d048f5a77d32056de182cb6eb65d1bb0f66f91a3d260c304b0424,IMMERGUT,3399ff,lnd,629280,3,0,300000,14969.0,19390.0,,"{'force': 0, 'mutual': 0, 'penalty': 0}"
2693,022c215db5e3fc06fc8973762de14acffb01a4ce2b335700d3cc83ef4f2edac5a9,,,lnd,556585,0,3,0,19300.0,220.0,2156.6666666666665,"{'force': 2, 'mutual': 1, 'penalty': 0}"
2694,03608617e001d7d4d8e9b4d6f883e12cf4231fe99b0132c6b3a857fbb6cff0f600,,,lnd,518003,1,0,5000,127232.0,458.0,,"{'force': 0, 'mutual': 0, 'penalty': 0}"
2695,03273bab3085b1368b21314b8f36024a9efbbead2a7d6aa2927791b9bad7c699ee,node03.fulmo.org,f2f3f4,lnd,644660,0,1,0,486.0,229.0,3278.0,"{'force': 0, 'mutual': 0, 'penalty': 0}"
2696,024b4019906f6cb72a98d9dcab7c3b6f834166855fe075fde0fc243e1144a37853,CryptoLife141,,lnd,559829,0,3,0,22405.333333333332,1282.0,1454.3333333333333,"{'force': 2, 'mutual': 1, 'penalty': 0}"
2697,028ca1d47e0a10a784154f1cb73927b5d1569c600659975dd8e2ba96a56729c8eb,,,lnd,601534,0,2,0,529.0,6274.0,3814.5,"{'force': 0, 'mutual': 2, 'penalty': 0}"
2698,035830c16ebd9791379d05ee2e17053bb599d760cd5e2d2692c6bc96a3d8c50680,,,lnd,545114,0,13,0,28942.23076923077,2083.153846153846,11765.23076923077,"{'force': 1, 'mutual': 12, 'penalty': 0}"
2699,03d94ea16e8d37e6702157cad71c63dfd9196c8b82d6984d7a1904f88f5c003458,HimbeerBlitz01,68f442,lnd,591719,0,7,0,26603.14285714286,1905.0,5881.142857142857,"{'force': 0, 'mutual': 7, 'penalty': 0}"
2700,02b19c4088fff675747e06cc7a565948a530a7acb3cb7c307b710735bc81d7322a,CIRCOPAY,68f442,lnd,527640,14,9,7004011,76922.47826086957,4438.173913043478,7309.0,"{'force': 1, 'mutual': 6, 'penalty': 0}"
2701,03e3aa0798796e2e4cf140cd72a2ce16b09288971277a6e7b7d722229b313e5241,PizzaNode,,lnd,578891,0,5,0,6635.0,17761.2,11875.6,"{'force': 2, 'mutual': 3, 'penalty': 0}"
2702,023aa80d7bcb99d6d5c98ac59f8b7d25fb825a2b26b6e9de2c8f4b2614832c9185,Rot-Trip,68f442,lnd,589052,3,0,10664143,42435.666666666664,7898.333333333333,,"{'force': 0, 'mutual': 0, 'penalty': 0}"
2703,02b289f93133eea9b2268ea62f2f0acdc8465aa0fdaa59f4120a961440dfec6d2f,Nana&PapasNode,3399ff,lnd,554215,23,36,7203448,52695.50847457627,4864.35593220339,5402.388888888889,"{'force': 12, 'mutual': 24, 'penalty': 0}"
2704,037bbd966e0939be14083a4bc62b42fa0ad6c5b2fbb3064876f0265787c78a73f7,,,lnd,508145,2,0,3234,134789.5,8579.0,,"{'force': 0, 'mutual': 0, 'penalty': 0}"
2705,0368c16d36edd5954a06363fdeca5705afd8038caa4fda343097fd1af0c6ef6f98,,,lnd,590423,0,2,0,455.5,5861.5,3801.5,"{'force': 0, 'mutual': 2, 'penalty': 0}"
2706,020b95133888176c1def9d03b5426aa13d6c5c7f3406c946441ce2eaab23c40834,tresenza-lnd,,lnd,530422,0,12,0,42505.583333333336,3128.6666666666665,9825.25,"{'force': 4, 'mutual': 8, 'penalty': 0}"
2707,0382feff4b67e914bae5103b341a8f4933664306c72123fcfbcc77875240894414,objective-thune,,lnd,604801,0,21,0,12909.0,2917.5714285714284,10359.380952380952,"{'force': 2, 'mutual': 19, 'penalty': 0}"
2708,035c5f43dc9e1afbe9162b395c52298f9cd1767c792fd695b42ce183f4472d8c4b,Austin_Texas,ff952b,lnd,564397,0,37,0,37056.59459459459,8284.648648648648,4888.081081081081,"{'force': 9, 'mutual': 28, 'penalty': 0}"
2709,0338612efb503342c8a966b3e48f9abfd31dfe6e3f1df3389f8b1c2de331345c12,,,lnd,625450,0,12,0,318.9166666666667,712.4166666666666,1017.5,"{'force': 0, 'mutual': 12, 'penalty': 0}"
2710,02ac68441b9f203eb21d49bcaa7e932c7d4260f1b8cd504c01d6e67a0d0949c0f7,CanadianCrypto,3399ff,lnd,551302,1,25,996148,30327.46153846154,5521.384615384615,6302.4,"{'force': 5, 'mutual': 20, 'penalty': 0}"
2711,03d55a42790e8dc95e348c739a08a23b626c668d8471cc531f869456b1ddce6aca,,,lnd,590409,1,0,60000,54826.0,11769.0,,"{'force': 0, 'mutual': 0, 'penalty': 0}"
2712,03c920c4656dc34377505f08b0ded06efe8eb98005ba5c573ea8b9745250c94b61,,,eclair,555745,1,0,250000,89490.0,218.0,,"{'force': 0, 'mutual': 0, 'penalty': 0}"
2713,03fc243a6301e51c213de54cdee092967f5fca95f9f1f025c97bf9ba1ba68356f5,,,c-lightning,548394,0,6,0,22565.666666666668,2156.5,19643.0,"{'force': 0, 'mutual': 6, 'penalty': 0}"
2714,03b90718259e9e8a50bce38171c20722f7cc419bfa9f03ec1f51b5f1b7c474faf7,,,lnd,570910,1,0,100000,74325.0,13270.0,,"{'force': 0, 'mutual': 0, 'penalty': 0}"
2715,02af7313b4d5f1b6842ac1b3b82e8ac06dc1b9c07b9be18d044db53e4db74f8025,TueThink,,lnd,517419,0,1,0,99555.0,2210.0,1756.0,"{'force': 1, 'mutual': 0, 'penalty': 0}"
2716,0290916a4f5875b535c296e1e435fdd767ba21d8f9802a858dad8843bc31adae1a,jan_node_124,,lnd,574757,0,6,0,14157.666666666668,11783.0,8872.833333333334,"{'force': 1, 'mutual': 5, 'penalty': 0}"
2717,0223390bea8aa598442d056ace37c07e7364da1341b3681c371f6619b2879c0af2,ln.whittington.capital,0185bc,lnd,515439,24,18,16447693,68648.33333333333,1938.4285714285713,2451.8888888888887,"{'force': 16, 'mutual': 2, 'penalty': 0}"
2718,037dca1d190c1b0da5a053b54f6c9eb68b7c99758943fd696479643b6ca7dee53c,JiuCaiCun,68f442,lnd,573777,5,0,170000,70036.6,10427.8,,"{'force': 0, 'mutual': 0, 'penalty': 0}"
2719,027be9e7e2bc7ec87177ac298c01517ef46f979e1e3acec46efcf7a6f1b3ddadff,21btcclub,68f442,lnd,558883,10,39,2795466,16011.714285714286,4888.224489795918,5641.25641025641,"{'force': 19, 'mutual': 19, 'penalty': 1}"
2720,03036dfdfeac24b564a6ad88b8715e5bec3eff5291646cf43ac95b68261375aafd,champnode,,lnd,566624,0,2,0,18108.0,4131.0,9176.0,"{'force': 1, 'mutual': 1, 'penalty': 0}"
2721,03568ca43bef3bcdfa34d97d2f6b9658a051db816b7b45844d5c8b8b07e54e5455,03568ca43bef3bcdfa34,3399ff,lnd,628080,1,0,2000000,17155.0,177.0,,"{'force': 0, 'mutual': 0, 'penalty': 0}"
2722,02b161d31a2c0bc21010cb90254da2d8dc236e505dbd58f2cfa5520fb8b5702a30,makercologne,68f442,lnd,624391,3,0,600280,20828.666666666668,1712.3333333333333,,"{'force': 0, 'mutual': 0, 'penalty': 0}"
2723,02f9f2ef60e438960698992ba8ab9b6f09cf2a5077f261e5cd7ee5cdc154fffcb2,WW.NZ,e38c2d,lnd,554302,6,20,2077570,36075.192307692305,6222.2307692307695,7349.7,"{'force': 7, 'mutual': 13, 'penalty': 0}"
2724,03ac958f87937bc11df2842f64984d291fca146e7e8729579f0eb7fa9de6577261,,,lnd,520021,2,0,7000,120122.0,937.5,,"{'force': 0, 'mutual': 0, 'penalty': 0}"
2725,03236b259a744f5c10e1b71e637782f5d236168a69399d20ed5261a75183b7c6ad,Raspauliblitz,68f442,lnd,634125,0,1,0,6893.0,10406.0,8706.0,"{'force': 0, 'mutual': 1, 'penalty': 0}"
2726,02db997c83f0bf4c3d0fecc5051042d4792712b2be13f4a7c48e5fa549ab9751c2,DRD47R,,c-lightning,592105,0,2,0,931.5,316.0,2084.5,"{'force': 1, 'mutual': 1, 'penalty': 0}"
2727,02b89a7e47357625387832574cf209dfb1ef02f492fae08657231b528956475374,spruned-2,,lnd,567685,1,1,700000,53738.0,701.0,183.0,"{'force': 0, 'mutual': 1, 'penalty': 0}"
2728,03ccc05e4aaab028ba0b7b82b91466cfc615f01b17b4edcca0095be1895ab9748d,060-lnd-gar-nodl-it,000060,lnd,620374,1,0,100000,24861.0,2161.0,,"{'force': 0, 'mutual': 0, 'penalty': 0}"
2729,02bdb5d7cf9b02e14b50ef1d9b34f6eea4e833ebc630ab57f2af5b8b1dd5d998c8,GEBucky,,lnd,592085,0,8,0,6220.25,2044.25,2393.875,"{'force': 2, 'mutual': 6, 'penalty': 0}"
2730,038ffb0eb026590de358624d3f6d0796616b10bcc14f935fb72190321b21506662,BTCPay,3399ff,lnd,603425,5,7,4819470,14479.916666666668,3189.4166666666665,3613.0,"{'force': 1, 'mutual': 6, 'penalty': 0}"
2731,036a6d8843c534660691a5c6ff832c893ec05a15ad4e4fd163c455a08048d89a1d,036a6d8843c534660691,,lnd,588168,1,0,60000,57067.0,5810.0,,"{'force': 0, 'mutual': 0, 'penalty': 0}"
2732,02d22a203c7e80fbccc2d08e19401eba3f5cda772480b8e48c4b9ab96155389a6c,,,lnd,562793,0,4,0,17638.25,4291.25,11828.25,"{'force': 4, 'mutual': 0, 'penalty': 0}"
2733,0294aea024e8648bc98814bdaf668f3368a6a7e535da09fdd89d63b2506d9c7a1a,TheBitcoinReportnl,68f442,lnd,592938,0,7,0,18405.0,2785.0,2806.5714285714284,"{'force': 4, 'mutual': 3, 'penalty': 0}"
2734,031f5a021c810e3e30c10f9da8720e02eaab9b27c47fc52b3673d064a389c0ff7e,lazy,3399ff,lnd,554181,1,0,185400,91054.0,788.0,,"{'force': 0, 'mutual': 0, 'penalty': 0}"
2735,02f9d036d68f940b08ccec9f2e1c31422837aabe8c273585e321632d9582f16832,,,lnd,578265,0,26,0,3000.076923076923,24061.5,13759.0,"{'force': 2, 'mutual': 24, 'penalty': 0}"
2736,0316329e38928226d2524977c356fb5ef925166c367240dfd4122e3a994f4fbbe0,859bbe1f972f,3399ff,lnd,629281,0,1,0,516.0,2210.0,9050.0,"{'force': 0, 'mutual': 1, 'penalty': 0}"
2737,027dbce35947a3dafc826de411d97990e9b16e78512d1a9e70e87dcc788c2631db,e91a296a29ee,3399ff,lnd,604766,1,2,100000,17977.666666666668,5697.333333333333,18318.0,"{'force': 1, 'mutual': 1, 'penalty': 0}"
2738,024976e34e4b6aa09276df7502da8961ef0d0497cce34c13f989da3337746aabd4,eclair,49daaa,eclair,620827,1,4,405036,9705.8,2436.2,18074.0,"{'force': 2, 'mutual': 2, 'penalty': 0}"
2739,02de6e98fa0857866c5bd7edfd6f798818a925795d844a1de97196d15bcc11728a,ConTaThundroid,ff9900,lnd,551995,9,6,136171017,72287.6,4466.933333333333,3816.6666666666665,"{'force': 0, 'mutual': 6, 'penalty': 0}"
2740,03987290fd58ae189b3468d3af84b4ca7cf0bca341fe453f2c6fbabbdbd737f6b2,036-lnd-gar-nodl-it,000036,lnd,615276,1,0,100000,29959.0,1864.0,,"{'force': 0, 'mutual': 0, 'penalty': 0}"
2741,03fd17e56584a7dc490715537969f9a5a0ee3f5198c6e75bcb317c497ef95d6808,reigningtrout,d5deef,lnd,608168,9,11,19000000,14477.3,530.95,6530.636363636364,"{'force': 4, 'mutual': 7, 'penalty': 0}"
2742,0215474eaddd5867fa07cbd5f1c02220564fccabea7cd1f0334c65430803ac8edb,FriendlyLightning,,lnd,577580,0,23,0,4956.565217391304,12064.086956521738,5601.260869565217,"{'force': 2, 'mutual': 21, 'penalty': 0}"
2743,02920784c87c60e1733192f53181c6c4e30bcb602f56125fd1e95de110c0470fd7,ln.bi23.com,008000,lnd,566182,2,0,400000,79053.0,2990.0,,"{'force': 0, 'mutual': 0, 'penalty': 0}"
2744,02562be60625f8cc548cef417b7a1b255f68ff1c24d3296d0ae235153e08fa8e5e,endurance,c065db,lnd,562641,8,5,4691668,62972.307692307695,5819.846153846154,8283.2,"{'force': 5, 'mutual': 0, 'penalty': 0}"
2745,0304b13d52abf5127afe3077131e4ea5e21e204ea987344d4dd57c9bdf7d9e4849,,,c-lightning,633798,1,0,997547,11437.0,2453.0,,"{'force': 0, 'mutual': 0, 'penalty': 0}"
2746,02da519bb40f1ac24d22752022a64b5eecbded539ce08ece11725fe37e2f72e491,bitsy-bck,6600cc,lnd,569538,2,0,900000,75681.5,4400.5,,"{'force': 0, 'mutual': 0, 'penalty': 0}"
2747,0349b26750e1d01ee64e6ae80893cb646611454048a6e29c4308b34f8aa88e8a3f,0349b26750e1d01ee64e,,lnd,603028,0,1,0,9613.0,3940.0,2214.0,"{'force': 0, 'mutual': 1, 'penalty': 0}"
2748,02a4ee943caeb847398960230bccc19937dd04834e768472b711a4ce0e2c77cd98,https://lightningboost.info,ff0000,lnd,629568,23,7,32706383,8986.3,4657.066666666667,8854.42857142857,"{'force': 3, 'mutual': 4, 'penalty': 0}"
2749,03db39d2f0bff36f69969807f54829e82073afb88f0fd2996e61d245a797169a28,cryptotec.com,32bce6,lnd,570178,2,1,150000,55346.0,15829.333333333332,10742.0,"{'force': 0, 'mutual': 1, 'penalty': 0}"
2750,027e5ef63402f1a74c1293f46a0bae52625745ff9184b277506d4645f99f22d629,lndh4xx0r,68f442,lnd,554233,4,1,334825,76722.0,1495.6,10713.0,"{'force': 0, 'mutual': 1, 'penalty': 0}"
2751,03d6b272f83cc22ba040d778f69480b7e99c12b9fd61ca83ee1661f9ed0b2c0254,node-01.lnau.net,3399ff,lnd,628562,0,56,0,1579.607142857143,4816.607142857143,2917.8214285714284,"{'force': 3, 'mutual': 53, 'penalty': 0}"
2752,0203d2e8662e68382f4459c881e66fd815931b07575558f09d63ff40769a3727dd,,,lnd,517362,12,0,418000,126861.16666666667,292.1666666666667,,"{'force': 0, 'mutual': 0, 'penalty': 0}"
2753,02c3cf90967e15312bde5f168fb1ddc685c1357c4fb71c5e486b2a2d1018937c1e,DLT-Expert.com,68f442,lnd,597286,0,6,0,24637.833333333332,6447.5,2875.1666666666665,"{'force': 0, 'mutual': 6, 'penalty': 0}"
2754,03cc5ead9a19902dbb7cf0920e819f383f4ad0a916a6ea4d59f1bbb0660503bdde,BTCPortal,68f442,lnd,632211,17,1,36000000,10977.222222222223,893.7777777777778,827.0,"{'force': 0, 'mutual': 1, 'penalty': 0}"
2755,036265cf7c7356b06b9d64a09dad1c7f7519971be475100ca893b2ff2c5120e4dd,Gangsta-Lite,ffa500,lnd,538435,1,1,104640,104810.5,1707.0,2566.0,"{'force': 0, 'mutual': 0, 'penalty': 0}"
2756,02261e7852da96e893a9e824be2f2eb0df15ac757faa3f6098c808d980fecea716,nodl-lnd-s003-029,000000,lnd,622397,5,0,1461951,6577.6,14866.8,,"{'force': 0, 'mutual': 0, 'penalty': 0}"
2757,03032e66928b1f3ec82dfc74a545bd888a1ed697a443a1e59f52f506a7a12ba5f7,,,eclair,530205,1,0,5000,115030.0,1115.0,,"{'force': 0, 'mutual': 0, 'penalty': 0}"
2758,0291f2be9e31a62641afd1ccda96c455e04576e902b7c0af843f2bc0c6df17e15e,,,lnd,562372,0,2,0,10983.0,1898.5,20027.0,"{'force': 2, 'mutual': 0, 'penalty': 0}"
2759,03e62466ce3e4ef8875b5c365c3db7feeb5323319f44f8c62dad8ad339c11b0425,Bitcoinmeester2,3399ff,lnd,617068,111,32,318384870,20797.727272727272,4456.251748251748,5456.59375,"{'force': 9, 'mutual': 18, 'penalty': 0}"
2760,03e943ca718c98bc53ea74cfccbc5f02752738ebcc1368e6e0e959099da0d1ce96,03e943ca718c98bc53ea,3399ff,lnd,632122,4,1,27103659,8350.2,7491.0,12856.0,"{'force': 0, 'mutual': 1, 'penalty': 0}"
2761,022f45ae28425e697c2c516c185887075bdfa75b11ec3346a16307b8be73a4d220,CedRacine,3399ff,lnd,565040,5,15,6497123,47834.3,3490.85,10694.8,"{'force': 11, 'mutual': 2, 'penalty': 0}"
2762,02706e5a81f7cead49f1761d611d773754187850e089246dfda39f640cf9a0b5c1,jonx-node2019,68f442,lnd,562053,3,2,852403,46211.0,11824.0,9189.0,"{'force': 0, 'mutual': 2, 'penalty': 0}"
2763,02ca16a1dcf909619ce63af162f3277d000a42faa3ad6fb0eb842f7e5005fb256a,�masterdogen�,,lnd,553827,3,1,1110000,84331.25,643.5,9620.0,"{'force': 0, 'mutual': 1, 'penalty': 0}"
2764,02de065dd9cfbdc179c55a2a9af73368bbd3ab50f412fb6497f6200531cae56ccd,,,lnd,577208,0,2,0,6140.5,934.0,9196.5,"{'force': 0, 'mutual': 2, 'penalty': 0}"
2765,03a1ef812b6b934c5e42444d88f78bfead717ab1b940e4d9d5b51e433c9f61e702,BitminerFactoryItaly,fff000,lnd,569020,6,2,376869,48964.5,4333.5,16280.0,"{'force': 0, 'mutual': 2, 'penalty': 0}"
2766,0288f092ea1973efa40d7e59b2f0d4c849a1657ee15ad9a69800982becf4497b95,IpIntellect,49daaa,lnd,559861,1,0,100000,85374.0,269.0,,"{'force': 0, 'mutual': 0, 'penalty': 0}"
2767,0339260baa15fa76e6a5c4456b2317f41e770763a432edd79e1cfa83eb1ac58c45,Keyla,3399ff,lnd,629384,5,2,6953501,11840.0,6199.428571428572,2152.0,"{'force': 0, 'mutual': 1, 'penalty': 0}"
2768,03555a11db2e0c3a97571ba144076adac8513d68a2cdf19580e2dcc54b25b78a3a,rheo,3399ff,lnd,531103,8,17,1655705,57200.12,2012.68,4511.058823529412,"{'force': 17, 'mutual': 0, 'penalty': 0}"
2769,033bb3bb6927c03e608b6b29c46011eee7233349daf11f8f4efad7b49f8f841cce,,,lnd,559936,1,0,20000,85299.0,1769.0,,"{'force': 0, 'mutual': 0, 'penalty': 0}"
2770,039fc5b4d800f19f739ade2d1d9e380afd8bfe6d651a8f50ea8e162a0a9129a19a,,,lnd,571961,2,0,100000,73179.5,8360.5,,"{'force': 0, 'mutual': 0, 'penalty': 0}"
2771,03782998e76b6e881be5b8b02d9d25a17fa84ca7b551197521b34ed150103e3b28,Rhein16,68f442,lnd,617523,3,1,3100000,19627.75,2219.0,3659.0,"{'force': 1, 'mutual': 0, 'penalty': 0}"
2772,02e0c7c42be040b4d7a13e7e0cd5b4c67ded1a78a308c68509a65a58f81ea51bd7,bd8305788bf5,3399ff,lnd,604560,2,0,150000,34030.0,2054.5,,"{'force': 0, 'mutual': 0, 'penalty': 0}"
2773,021038bdf13575ae9783e547fbe385ce9a9e8ff7fb2d9ecfc557fd863745c12b49,4Head,00ffff,lnd,563863,3,7,600000,43685.0,1645.6,9371.142857142857,"{'force': 3, 'mutual': 4, 'penalty': 0}"
2774,03019c7f5bca96909f898986f7a82eb6d4e783785cf496572a3189d1ea20a6e00f,Cincinnati,fb4f14,lnd,593701,4,35,16286025,15180.794871794871,4939.282051282052,9915.142857142857,"{'force': 2, 'mutual': 24, 'penalty': 0}"
2775,03bfe4a7bf6ff24b8dbe554e0227a52c81afbd2999d7cdd84646427b88a77d2885,Fastbitcoin,68f442,lnd,563977,0,29,0,12827.862068965516,8023.758620689655,9872.413793103447,"{'force': 3, 'mutual': 26, 'penalty': 0}"
2776,0247de1e414bd24b71ace4062b5b792760d9c9f7ea84735b921a19ecac8bf8c754,0247de1e414bd24b71ac,3399ff,lnd,618036,4,1,334757,21408.2,2423.8,226.0,"{'force': 0, 'mutual': 1, 'penalty': 0}"
2777,02cc2a0bca6f2a36041605d76cc6219111b0977310f650b535b4b6521f2134c7be,www.altvc.com,,lnd,560976,0,8,0,12444.25,9429.375,7481.0,"{'force': 6, 'mutual': 2, 'penalty': 0}"
2778,03cb7983dc247f9f81a0fa2dfa3ce1c255365f7279c8dd143e086ca333df10e278,,,lnd,532725,1,404,311708,27050.014814814815,3904.0123456790125,5914.477722772277,"{'force': 94, 'mutual': 310, 'penalty': 0}"
2779,02fbf74fb9c7514ecb176e32e060eadfa13cea8e029d731ff46869a3c91cd0640a,,,lnd,559376,0,6,0,14030.833333333332,1291.5,3334.3333333333335,"{'force': 1, 'mutual': 5, 'penalty': 0}"
2780,027be164a1ce7cca51a9fbfa2ce7d833dee7ee18827f4121e84e8132a2bd782418,PrimordioMadrid.onion,ffd700,lnd,559333,0,54,0,28158.037037037036,5463.259259259259,12893.796296296296,"{'force': 19, 'mutual': 35, 'penalty': 0}"
2781,0370c7637c9c225776f1bafb0039c9de82ca6faa429458faadf2072b4462460f95,,,lnd,531097,1,0,200000,114138.0,246.0,,"{'force': 0, 'mutual': 0, 'penalty': 0}"
2782,020a4e0191bdd714405ef34cea673489077da97c92aed238f4faef0a7b672aafd1,dagestan_05,3399ff,lnd,610237,6,1,3786864,26903.14285714286,3188.714285714286,8736.0,"{'force': 0, 'mutual': 1, 'penalty': 0}"
2783,0235591b82c3856e6ccfc10b70b7ccdce45c30994500c848fe1c81d8f6c3db604a,Yndexa,023559,c-lightning,560424,3,6,19000000,53670.666666666664,4174.555555555556,2598.1666666666665,"{'force': 2, 'mutual': 4, 'penalty': 0}"
2784,037153811cde2522c006c91b13aa774f789b2209925889d1d52b21d12707b8ffb7,DeBitcoinShow,68f442,lnd,614791,21,19,6002070,14518.85,3434.975,2911.2631578947367,"{'force': 5, 'mutual': 13, 'penalty': 0}"
2785,03da1c27ca77872ac5b3e568af30673e599a47a5e4497f85c7b5da42048807b3ed,LNBIG.com [lnd-07],3399ff,lnd,550333,317,668,1638573205,30240.158375634517,6411.417258883249,8804.88622754491,"{'force': 224, 'mutual': 444, 'penalty': 0}"
2786,02fadfb613512a32114ed90d1f2a232cbef90d1a1ad3c405ff3d8b873d53e9e4e7,DansLesTuyaux,3399ff,lnd,624231,0,5,0,817.8,2600.2,2882.0,"{'force': 0, 'mutual': 5, 'penalty': 0}"
2787,0257bb91a70a53e33be887bee1a1029fec606ae4488276e0191710b53cb6a91e2c,nodl-lnd-s002-046,000000,lnd,622299,4,0,1156337,16829.0,7010.25,,"{'force': 0, 'mutual': 0, 'penalty': 0}"
2788,03b02e48bc282ab9008279e8cc00c1072d4b73ecb1cb5ecee86f4dc3d94757990a,Watermill,3399ff,lnd,557202,4,11,4322973,32089.2,16514.733333333334,10937.272727272726,"{'force': 5, 'mutual': 6, 'penalty': 0}"
2789,02c5a6e38b08556ccfef57332636139804ddebc094e39c8f10314b3450cec3c021,,,lnd,578922,0,1,0,1269.0,28730.0,9050.0,"{'force': 0, 'mutual': 1, 'penalty': 0}"
2790,02db36aab7ed4399e7539814c282c613d70e15848e606a9959badc867f9bb8901f,02db36aab7ed4399e753,000000,lnd,563705,1,0,100000,81530.0,3542.0,,"{'force': 0, 'mutual': 0, 'penalty': 0}"
2791,036245d136755aa876884b6699e354f92cfa40a25252787389f1b200134e8f8d79,UNITEDYARD,,lnd,618141,0,1,0,717.0,154.0,4013.0,"{'force': 0, 'mutual': 1, 'penalty': 0}"
2792,03dd7516b4fb7ca0a5dee780f5bd39279859b623a81e76198cd6a4555ab0ab7f85,03dd7516b4fb7ca0a5de,,lnd,612927,0,1,0,1830.0,3052.0,1373.0,"{'force': 0, 'mutual': 1, 'penalty': 0}"
2793,032c19054a2ba97475ec8693e3a9a6cc98dbfa7144421f5862bd57c42a65c228c5,nodl-lnd-s008-042,000000,lnd,628889,1,0,100000,16346.0,9450.0,,"{'force': 0, 'mutual': 0, 'penalty': 0}"
2794,029796d2cddc880f91d653ab6774626b80a4fda3a8ff12eeda33d14e9dc81d1098,JavVar,68f442,lnd,552140,1,0,250000,93095.0,8344.0,,"{'force': 0, 'mutual': 0, 'penalty': 0}"
2795,02cda8c01b2303e91bec74c43093d5f1c4fd42a95671ae27bf853d7dfea9b78c06,zapread.com,ffb732,lnd,558981,31,82,108274684,30817.65486725664,3482.336283185841,6927.792682926829,"{'force': 40, 'mutual': 41, 'penalty': 1}"
2796,028cab8e95bfb8339638acfdfb5424e0642dd8f6ac605874a968c999a39e1820b1,coinspondent,68f442,lnd,631951,1,0,300000,13284.0,305.0,,"{'force': 0, 'mutual': 0, 'penalty': 0}"
2797,030adc00a8d4c257467ff6348d8934a7df8b4235518d07bb8dc9d22ec8964b5b21,038-lnd-gar-nodl-it,000038,lnd,615276,1,0,100000,29959.0,1864.0,,"{'force': 0, 'mutual': 0, 'penalty': 0}"
2798,034bcb7327c88ea1824f17b2b266082d02fe039724031cae3655bd3d64d50777c7,Sandbox,,lnd,580002,1,15,110000,4249.5625,6937.5625,9859.4,"{'force': 11, 'mutual': 4, 'penalty': 0}"
2799,0317f428f6f6bf60272200ba5db255af46681d8457e21792c0f5ebcd0e40ad3c7f,SecundusRaspiblitzus,68f442,lnd,615061,4,1,790732,22501.0,2005.0,3472.0,"{'force': 0, 'mutual': 1, 'penalty': 0}"
2800,03189e1951f97a57a6ed4dd4c40416e9a528a11f7c2961c2d60505f2e15b577bd2,Craig Wright is a fraud,,lnd,567754,0,59,0,10063.966101694916,5139.949152542373,8444.881355932202,"{'force': 19, 'mutual': 40, 'penalty': 0}"
2801,03a2c0955af2f254849c636dcffa1dc963c99f4141e244fc5ea79c98c72b983d06,formicary,3399ff,lnd,583388,0,8,0,32137.5,9547.875,5312.25,"{'force': 1, 'mutual': 7, 'penalty': 0}"
2802,0269ddea4ab7066b0928804c8473cbdd3bd7cf454f083bde54ab748a4b00f60bad,cryptoconomy.btcpay,3399ff,lnd,623364,9,0,14438268,12940.111111111111,6471.0,,"{'force': 0, 'mutual': 0, 'penalty': 0}"
2803,02d35ad6428b083d63575e3b0ce33e06c507910c131970b07dc194953b43a9794c,YELLOWMONKEY,,lnd,549423,0,60,0,15685.533333333333,5127.5,7814.583333333333,"{'force': 29, 'mutual': 31, 'penalty': 0}"
2804,03e87fb724c13fcd99e94190479b36214ce9ce8ff45658b87f22fd816453b16598,LiteStrikeBTC,ff9900,lnd,543660,4,5,11270000,62460.333333333336,2272.6666666666665,479.8,"{'force': 5, 'mutual': 0, 'penalty': 0}"
2805,03bf7528f412ef621ac4898e4815a7c94d427e719eefbac41d32c0e710c299143d,Layer,,lnd,524309,4,2,114600,105418.16666666667,467.8333333333333,8762.0,"{'force': 0, 'mutual': 2, 'penalty': 0}"
2806,02740cd09c60e9c02348e6fdd221d88d41cc5c52a64879d8c53553305905b16c16,,,lnd,557473,1,1,500000,58984.5,2095.5,522.0,"{'force': 0, 'mutual': 1, 'penalty': 0}"
2807,0281de01dd859938163c37ba9782b31017cc1a72847c3d8671e542c45c4fbd88aa,obango.online,8865df,lnd,616620,8,2,236745,24523.9,388.9,8453.5,"{'force': 0, 'mutual': 2, 'penalty': 0}"
2808,0351a4a271354f671a6ed76ace5326de6cfb858e5989c8cf310abfef73af93602e,BrokeGenius,3399ff,lnd,564843,0,12,0,17946.916666666668,7454.583333333333,28371.083333333332,"{'force': 10, 'mutual': 2, 'penalty': 0}"
2809,022db5a80a4a2b7227d25f59bb1454777361bbf921b915ebafafcad2a71e420473,,,lnd,594986,0,4,0,202.25,1980.5,2083.25,"{'force': 0, 'mutual': 4, 'penalty': 0}"
2810,024ca2f1f9a1aa8296fd013afb94b4ca91e8518e2973f0719a52267a3794beced0,Mad me Node,68f442,lnd,616962,0,9,0,6337.111111111111,1936.2222222222222,3113.5555555555557,"{'force': 0, 'mutual': 9, 'penalty': 0}"
2811,02f7a2b766245e25039d386550a01b0eecb702e5524d41c7779b306e0f8d496746,LightingRome,ffa100,lnd,616141,10,1,972152,26444.363636363636,2751.2727272727275,2470.0,"{'force': 0, 'mutual': 1, 'penalty': 0}"
